1,0,4.5833
2,0,1.6802
2,1,2.0203
3,0,1.4284
3,2,1.8087
3,1,1.8085
4,0,1.2844
4,1,1.6900
4,2,1.7280
4,3,1.7288
5,0,1.2815
5,2,1.9317
5,1,1.9271
5,3,2.0351
5,4,2.0462
6,0,1.1946
6,1,2.0685
6,2,2.0676
6,4,2.1167
6,3,2.1110
6,5,2.1118
7,0,1.1146
7,2,2.1542
7,1,2.1567
7,3,2.1521
7,6,2.1551
7,5,2.1597
7,4,2.1567
8,0,1.1425
8,1,1.9828
8,2,2.0132
8,3,2.0815
8,4,2.0791
8,5,2.1028
8,7,2.1082
8,6,2.1057
